Item_Description;Amount;Traffic_Source;Session_Duration
Puffer Vest;115;Social Media;754
Puffer Vest;115;Referral;1900
Greeting Cards;6;Direct;342
YouTube Cap;15;Organic Search;2722
Google Stickers;5;Social Media;3291
Google Stickers;5;Social Media;1415
Puffer Vest;115;Social Media;1794
Google Stickers;5;Referral;1491
Notebook;20;Social Media;26
Google Hoodie;124;Organic Search;2796
Google Water Bottle;10;Social Media;1789
Google Stickers;5;Referral;1588
Google Hoodie;124;Organic Search;987
Google Stickers;5;Direct;1696
Google Stickers;5;Paid Search;1797
Google Stickers;5;Paid Search;2521
Google Stickers;5;Social Media;1648
Canvas Tote;18;Social Media;1087
Greeting Cards;6;Organic Search;3486
Backpack;125;Paid Search;3072
Google Water Bottle;10;Referral;3421
Google Stickers;5;Referral;893
Google Water Bottle;10;Organic Search;1818
Google Stickers;5;Social Media;2013
Google Hoodie;124;Paid Search;2833
Google Hoodie;124;Paid Search;3506
Canvas Tote;18;Direct;1980
Google Hoodie;124;Referral;207
Google Hoodie;124;Direct;95
Backpack;125;Referral;8
Google Stickers;5;Direct;813
Google Hoodie;124;Referral;1585
Google Stickers;5;Organic Search;1933
Google Water Bottle;10;Organic Search;883
Lanyard;6;Direct;2871
Puffer Vest;115;Referral;2742
Puffer Vest;115;Social Media;2965
Google Stickers;5;Referral;751
Google Water Bottle;10;Direct;1760
Lanyard;6;Social Media;821
Google Stickers;5;Organic Search;2000
Lanyard;6;Referral;317
Canvas Tote;18;Referral;881
Greeting Cards;6;Paid Search;2129
Google Water Bottle;10;Social Media;120
Lanyard;6;Social Media;755
Google Hoodie;124;Direct;865
Backpack;125;Social Media;1788
Google Stickers;5;Organic Search;2595
Google Hoodie;124;Paid Search;2085
Google Stickers;5;Paid Search;3542
Google Stickers;5;Organic Search;1620
Google Stickers;5;Social Media;584
Google Hoodie;124;Organic Search;1235
Google Water Bottle;10;Direct;3563
Google Water Bottle;10;Paid Search;2102
Google Stickers;5;Paid Search;2961
YouTube Cap;15;Social Media;3259
Google Water Bottle;10;Paid Search;2947
Android T-Shirt;20;Referral;3320
YouTube Cap;15;Organic Search;2479
Google Stickers;5;Referral;1941
Lanyard;6;Direct;273
Puffer Vest;115;Organic Search;311
Notebook;20;Direct;539
YouTube Cap;15;Referral;2864
Google Stickers;5;Organic Search;50
Backpack;125;Organic Search;3145
Google Hoodie;124;Organic Search;349
Google Stickers;5;Social Media;2292
Google Stickers;5;Social Media;2155
Google Stickers;5;Direct;447
Google Stickers;5;Direct;751
Notebook;20;Social Media;1924
YouTube Cap;15;Paid Search;1357
Android T-Shirt;20;Paid Search;2249
Google Hoodie;124;Direct;3227
Backpack;125;Social Media;1993
YouTube Cap;15;Referral;108
Notebook;20;Paid Search;1792
Notebook;20;Organic Search;1019
Google Water Bottle;10;Organic Search;1456
Google Stickers;5;Direct;65
Notebook;20;Organic Search;248
Google Hoodie;124;Paid Search;1427
Notebook;20;Paid Search;1336
Google Hoodie;124;Organic Search;3018
Google Stickers;5;Social Media;2296
Notebook;20;Direct;1978
Android T-Shirt;20;Paid Search;666
Google Hoodie;124;Paid Search;44
Google Stickers;5;Referral;165
Google Hoodie;124;Direct;1961
Lanyard;6;Organic Search;3551
Lanyard;6;Paid Search;2848
Google Stickers;5;Paid Search;1598
Google Hoodie;124;Paid Search;622
Puffer Vest;115;Direct;1343
Android T-Shirt;20;Paid Search;1639
Android T-Shirt;20;Paid Search;1359
Puffer Vest;115;Social Media;3232
Greeting Cards;6;Referral;645
Puffer Vest;115;Social Media;1630
Google Stickers;5;Organic Search;2437
Google Stickers;5;Paid Search;2339
Google Stickers;5;Social Media;943
Greeting Cards;6;Organic Search;1206
Google Stickers;5;Social Media;1865
Google Stickers;5;Referral;2726
Canvas Tote;18;Direct;172
Android T-Shirt;20;Paid Search;2820
Notebook;20;Organic Search;322
Google Stickers;5;Paid Search;2664
Puffer Vest;115;Paid Search;313
Canvas Tote;18;Organic Search;2326
Google Water Bottle;10;Social Media;1139
Greeting Cards;6;Paid Search;1785
Android T-Shirt;20;Referral;2006
Google Water Bottle;10;Paid Search;2518
Google Hoodie;124;Paid Search;2451
Puffer Vest;115;Direct;749
Greeting Cards;6;Direct;2806
Puffer Vest;115;Social Media;1317
Backpack;125;Referral;3250
Google Stickers;5;Organic Search;1420
Google Stickers;5;Social Media;1380
Puffer Vest;115;Referral;2669
Backpack;125;Referral;530
Google Hoodie;124;Referral;2561
Lanyard;6;Social Media;3004
Canvas Tote;18;Direct;2187
Lanyard;6;Paid Search;237
Android T-Shirt;20;Paid Search;327
Google Stickers;5;Paid Search;2706
Google Stickers;5;Organic Search;3094
Canvas Tote;18;Direct;2866
Puffer Vest;115;Social Media;3229
Greeting Cards;6;Direct;2688
Google Stickers;5;Direct;1987
Android T-Shirt;20;Social Media;2971
Google Stickers;5;Organic Search;28
Greeting Cards;6;Direct;2831
Google Stickers;5;Social Media;2143
Google Stickers;5;Social Media;3149
Notebook;20;Direct;1874
Google Hoodie;124;Social Media;3292
YouTube Cap;15;Direct;3029
Google Stickers;5;Direct;2465
Google Water Bottle;10;Referral;1685
Greeting Cards;6;Referral;3565
Google Water Bottle;10;Paid Search;886
Notebook;20;Referral;3293
Google Water Bottle;10;Organic Search;1923
Canvas Tote;18;Paid Search;3370
Backpack;125;Referral;390
Notebook;20;Paid Search;573
Google Stickers;5;Direct;262
Google Water Bottle;10;Social Media;722
Google Hoodie;124;Social Media;1102
Android T-Shirt;20;Direct;1194
Google Hoodie;124;Organic Search;2100
Google Stickers;5;Direct;68
Google Stickers;5;Direct;2891
Puffer Vest;115;Paid Search;2879
Canvas Tote;18;Direct;1357
YouTube Cap;15;Referral;2332
Puffer Vest;115;Social Media;1272
Google Stickers;5;Organic Search;1436
Google Stickers;5;Paid Search;1965
Google Stickers;5;Referral;1987
Greeting Cards;6;Direct;2300
Canvas Tote;18;Paid Search;13
YouTube Cap;15;Direct;2261
Google Hoodie;124;Direct;2976
Puffer Vest;115;Direct;1716
Puffer Vest;115;Direct;1977
YouTube Cap;15;Direct;1964
YouTube Cap;15;Paid Search;1436
Canvas Tote;18;Organic Search;198
Backpack;125;Referral;1698
Google Hoodie;124;Organic Search;10
Android T-Shirt;20;Direct;2780
Google Stickers;5;Direct;285
Google Stickers;5;Social Media;3270
Puffer Vest;115;Referral;3153
YouTube Cap;15;Referral;3158
Google Stickers;5;Referral;2820
Canvas Tote;18;Organic Search;2859
Puffer Vest;115;Organic Search;2954
Google Hoodie;124;Referral;537
Google Stickers;5;Paid Search;2200
Canvas Tote;18;Social Media;1194
Greeting Cards;6;Social Media;3032
Google Stickers;5;Social Media;1308
Backpack;125;Social Media;2296
Google Stickers;5;Social Media;2448
Google Stickers;5;Organic Search;3429
Google Water Bottle;10;Paid Search;840
Canvas Tote;18;Referral;2056
Google Hoodie;124;Paid Search;690
Google Water Bottle;10;Direct;2003
Google Stickers;5;Social Media;1393
YouTube Cap;15;Direct;2397
Canvas Tote;18;Direct;3348
YouTube Cap;15;Referral;2126
Google Stickers;5;Referral;3358
Google Stickers;5;Referral;1367
Google Stickers;5;Organic Search;320
Canvas Tote;18;Organic Search;1735
Google Stickers;5;Direct;3579
Greeting Cards;6;Paid Search;2971
Canvas Tote;18;Direct;2728
Google Stickers;5;Organic Search;50
Google Hoodie;124;Direct;645
Google Water Bottle;10;Social Media;1535
Google Stickers;5;Social Media;3122
Google Hoodie;124;Direct;1264
Google Stickers;5;Social Media;1737
Notebook;20;Direct;328
Google Stickers;5;Direct;2706
Google Stickers;5;Paid Search;577
Google Stickers;5;Paid Search;3006
Google Stickers;5;Paid Search;1845
Google Hoodie;124;Organic Search;3013
Google Stickers;5;Direct;1090
Puffer Vest;115;Paid Search;783
Google Hoodie;124;Direct;1718
Puffer Vest;115;Paid Search;1739
Lanyard;6;Referral;1461
Google Stickers;5;Organic Search;3215
Google Water Bottle;10;Organic Search;895
Lanyard;6;Direct;3297
Google Stickers;5;Referral;2664
Google Stickers;5;Organic Search;2367
Google Hoodie;124;Referral;1786
Android T-Shirt;20;Referral;355
Backpack;125;Social Media;1874
Android T-Shirt;20;Organic Search;3274
Google Stickers;5;Social Media;472
Lanyard;6;Referral;1333
YouTube Cap;15;Paid Search;2595
Lanyard;6;Referral;3117
Google Stickers;5;Organic Search;1636
Google Stickers;5;Paid Search;519
YouTube Cap;15;Direct;1390
Notebook;20;Paid Search;2266
Google Stickers;5;Paid Search;1380
Lanyard;6;Direct;372
YouTube Cap;15;Social Media;2014
Google Hoodie;124;Paid Search;2179
Google Stickers;5;Direct;3383
Notebook;20;Social Media;2973
Puffer Vest;115;Referral;2223
Greeting Cards;6;Paid Search;709
Google Stickers;5;Direct;713
Backpack;125;Social Media;3150
YouTube Cap;15;Social Media;1961
Puffer Vest;115;Organic Search;2462
Greeting Cards;6;Paid Search;1133
Notebook;20;Organic Search;2332
Greeting Cards;6;Direct;1066
Google Stickers;5;Social Media;2841
Google Stickers;5;Paid Search;162
YouTube Cap;15;Social Media;1629
Notebook;20;Referral;328
Google Stickers;5;Social Media;3542
Backpack;125;Social Media;584
Canvas Tote;18;Social Media;1423
Google Hoodie;124;Referral;657
Google Hoodie;124;Direct;3527
Google Stickers;5;Social Media;1119
Google Stickers;5;Direct;3059
Google Water Bottle;10;Social Media;2895
Google Stickers;5;Paid Search;3409
Greeting Cards;6;Organic Search;2654
Google Hoodie;124;Social Media;985
Google Stickers;5;Organic Search;2215
Google Stickers;5;Social Media;3560
Google Stickers;5;Referral;2997
Google Stickers;5;Social Media;2698
Canvas Tote;18;Organic Search;604
Android T-Shirt;20;Organic Search;1646
Google Stickers;5;Social Media;301
Android T-Shirt;20;Social Media;3134
YouTube Cap;15;Referral;95
Greeting Cards;6;Referral;906
Google Stickers;5;Referral;2747
Notebook;20;Direct;3529
Backpack;125;Organic Search;2664
Backpack;125;Social Media;2136
Lanyard;6;Paid Search;3587
Google Stickers;5;Social Media;754
Google Stickers;5;Paid Search;2506
Google Stickers;5;Paid Search;2922
Google Stickers;5;Referral;494
Greeting Cards;6;Direct;3257
Google Stickers;5;Organic Search;604
Notebook;20;Paid Search;300
Greeting Cards;6;Organic Search;472
Backpack;125;Organic Search;1197
Android T-Shirt;20;Social Media;242
Greeting Cards;6;Social Media;2954
Google Stickers;5;Organic Search;1528
Puffer Vest;115;Social Media;333
Google Stickers;5;Referral;887
Greeting Cards;6;Social Media;2187
Google Stickers;5;Paid Search;2532
Notebook;20;Direct;2835
Google Stickers;5;Social Media;1210
Google Stickers;5;Referral;3098
Google Water Bottle;10;Paid Search;2886
Notebook;20;Referral;3087
Canvas Tote;18;Direct;422
Puffer Vest;115;Referral;941
Android T-Shirt;20;Social Media;1408
Google Stickers;5;Paid Search;2056
Greeting Cards;6;Direct;1065
Canvas Tote;18;Referral;277
Notebook;20;Direct;3293
Android T-Shirt;20;Social Media;2237
Google Stickers;5;Direct;2324
Google Stickers;5;Direct;2620
Google Water Bottle;10;Referral;2906
Google Stickers;5;Paid Search;3028
Notebook;20;Direct;812
Google Hoodie;124;Organic Search;1836
Google Hoodie;124;Organic Search;2787
YouTube Cap;15;Social Media;1037
Google Stickers;5;Organic Search;1202
Puffer Vest;115;Direct;227
Google Stickers;5;Direct;3585
Google Stickers;5;Paid Search;2388
Google Stickers;5;Organic Search;2520
Puffer Vest;115;Organic Search;585
Google Stickers;5;Paid Search;332
Greeting Cards;6;Referral;1487
Notebook;20;Paid Search;2780
Canvas Tote;18;Paid Search;2815
YouTube Cap;15;Organic Search;1854
Google Stickers;5;Social Media;1944
Google Hoodie;124;Social Media;895
Greeting Cards;6;Referral;1188
Google Water Bottle;10;Direct;2809
Google Stickers;5;Direct;2487
Android T-Shirt;20;Referral;1576
Backpack;125;Direct;322
Google Stickers;5;Organic Search;1509
Greeting Cards;6;Direct;1585
Google Hoodie;124;Organic Search;273
Google Water Bottle;10;Paid Search;3254
Greeting Cards;6;Referral;2292
Google Hoodie;124;Organic Search;3440
YouTube Cap;15;Organic Search;1528
YouTube Cap;15;Social Media;1400
Lanyard;6;Referral;3230
Notebook;20;Direct;2291
Greeting Cards;6;Organic Search;219
Google Hoodie;124;Paid Search;1008
Google Water Bottle;10;Social Media;1038
Lanyard;6;Organic Search;1704
Google Hoodie;124;Direct;1436
Google Stickers;5;Direct;609
Puffer Vest;115;Social Media;1420
Greeting Cards;6;Direct;2022
Google Stickers;5;Organic Search;3149
Google Stickers;5;Organic Search;1320
Google Stickers;5;Direct;1278
Greeting Cards;6;Referral;3150
Google Water Bottle;10;Referral;842
Google Stickers;5;Referral;1331
YouTube Cap;15;Referral;1078
Google Stickers;5;Social Media;2696
Android T-Shirt;20;Organic Search;299
YouTube Cap;15;Direct;971
Canvas Tote;18;Organic Search;3275
Google Stickers;5;Direct;1737
Backpack;125;Referral;1961
Android T-Shirt;20;Organic Search;2291
Google Hoodie;124;Paid Search;1792
Google Stickers;5;Paid Search;859
Android T-Shirt;20;Paid Search;3175
Google Stickers;5;Referral;2984
Greeting Cards;6;Referral;201
Google Stickers;5;Referral;1980
Lanyard;6;Referral;1885
Google Stickers;5;Organic Search;116
Google Stickers;5;Referral;2298
Google Stickers;5;Paid Search;585
Google Stickers;5;Organic Search;3377
Google Water Bottle;10;Social Media;1187
Google Stickers;5;Organic Search;2461
Google Stickers;5;Direct;2861
Puffer Vest;115;Social Media;2562
Google Water Bottle;10;Social Media;1088
Google Stickers;5;Paid Search;1609
Canvas Tote;18;Referral;2074
Google Stickers;5;Paid Search;3297
Puffer Vest;115;Paid Search;1835
Greeting Cards;6;Social Media;159
YouTube Cap;15;Direct;1745
Google Hoodie;124;Paid Search;1287
Lanyard;6;Referral;1774
YouTube Cap;15;Referral;961
Android T-Shirt;20;Referral;2738
Google Stickers;5;Social Media;1871
Google Water Bottle;10;Referral;2887
Google Hoodie;124;Organic Search;568
Canvas Tote;18;Organic Search;2823
Google Stickers;5;Organic Search;828
Android T-Shirt;20;Paid Search;3264
Google Stickers;5;Referral;3280
Notebook;20;Referral;738
Google Stickers;5;Organic Search;2513
Google Water Bottle;10;Paid Search;494
Greeting Cards;6;Paid Search;477
Greeting Cards;6;Organic Search;3523
Google Stickers;5;Paid Search;3218
Lanyard;6;Organic Search;2264
YouTube Cap;15;Paid Search;2247
Google Stickers;5;Referral;2072
Notebook;20;Paid Search;2749
Greeting Cards;6;Organic Search;1881
Google Stickers;5;Organic Search;3565
Greeting Cards;6;Referral;3156
Google Stickers;5;Direct;2415
Google Stickers;5;Organic Search;3107
Google Stickers;5;Direct;3522
Android T-Shirt;20;Paid Search;259
Google Stickers;5;Organic Search;3356
Google Stickers;5;Paid Search;1308
Google Water Bottle;10;Paid Search;3153
Google Water Bottle;10;Paid Search;2044
Google Hoodie;124;Paid Search;3079
Google Stickers;5;Social Media;875
Google Stickers;5;Social Media;431
Lanyard;6;Direct;2484
Canvas Tote;18;Paid Search;334
Notebook;20;Paid Search;1595
Google Hoodie;124;Paid Search;3594
Google Stickers;5;Referral;921
Google Hoodie;124;Paid Search;3013
Google Stickers;5;Organic Search;2796
Canvas Tote;18;Organic Search;502
Lanyard;6;Direct;2861
Google Hoodie;124;Direct;3261
Google Stickers;5;Organic Search;3264
Google Water Bottle;10;Direct;1814
Google Hoodie;124;Referral;1632
Google Stickers;5;Paid Search;76
Google Stickers;5;Paid Search;3472
Google Water Bottle;10;Organic Search;996
Google Hoodie;124;Direct;58
Puffer Vest;115;Social Media;609
YouTube Cap;15;Organic Search;501
Google Water Bottle;10;Referral;152
Google Water Bottle;10;Referral;317
Google Hoodie;124;Paid Search;2345
Google Stickers;5;Social Media;2816
Google Water Bottle;10;Paid Search;322
Android T-Shirt;20;Direct;1441
Google Stickers;5;Organic Search;198
Greeting Cards;6;Referral;2463
Backpack;125;Social Media;1518
Backpack;125;Organic Search;366
Android T-Shirt;20;Social Media;117
Google Stickers;5;Direct;2067
Google Hoodie;124;Organic Search;2234
Android T-Shirt;20;Organic Search;1213
Notebook;20;Direct;1156
Google Stickers;5;Referral;1774
Notebook;20;Organic Search;334
Backpack;125;Referral;217
Backpack;125;Organic Search;116
Google Hoodie;124;Organic Search;3334
Greeting Cards;6;Direct;1197
Puffer Vest;115;Referral;297
Google Hoodie;124;Direct;2612
Google Stickers;5;Referral;2215
Lanyard;6;Referral;2399
Greeting Cards;6;Direct;2271
Google Stickers;5;Paid Search;3309
Google Stickers;5;Organic Search;1734
Canvas Tote;18;Referral;2136
Google Stickers;5;Paid Search;2607
Google Water Bottle;10;Direct;1953
Notebook;20;Social Media;2659
Google Stickers;5;Referral;490
Puffer Vest;115;Organic Search;507
Lanyard;6;Direct;2250
Android T-Shirt;20;Organic Search;1186
Puffer Vest;115;Referral;3435
Notebook;20;Referral;105
Backpack;125;Organic Search;312
YouTube Cap;15;Paid Search;622
Google Water Bottle;10;Paid Search;1144
Google Stickers;5;Paid Search;2451
Google Water Bottle;10;Organic Search;3364
Google Stickers;5;Direct;2985
Google Hoodie;124;Organic Search;2382
Notebook;20;Social Media;132
Puffer Vest;115;Referral;38
Google Stickers;5;Organic Search;751
Google Stickers;5;Direct;2576
Google Water Bottle;10;Referral;3126
Google Stickers;5;Social Media;416
YouTube Cap;15;Social Media;1546
Google Stickers;5;Social Media;2560
Google Stickers;5;Referral;2306
Google Stickers;5;Direct;3229
YouTube Cap;15;Referral;2971
Google Stickers;5;Direct;198
Greeting Cards;6;Organic Search;1436
Google Stickers;5;Referral;3351
Google Hoodie;124;Referral;1826
YouTube Cap;15;Direct;2122
Google Hoodie;124;Social Media;1405
Google Stickers;5;Organic Search;133
Google Water Bottle;10;Direct;2594
Canvas Tote;18;Paid Search;3580
Android T-Shirt;20;Paid Search;1267
Google Stickers;5;Social Media;1279
Google Stickers;5;Direct;856
YouTube Cap;15;Direct;518
Lanyard;6;Organic Search;1978
Backpack;125;Social Media;3088
Google Stickers;5;Paid Search;2554
Lanyard;6;Referral;2242
Notebook;20;Referral;501
Canvas Tote;18;Social Media;720
Android T-Shirt;20;Organic Search;2967
Greeting Cards;6;Direct;3453
Puffer Vest;115;Organic Search;3122
Google Stickers;5;Social Media;1881
Google Stickers;5;Direct;2364
Google Stickers;5;Social Media;3010
Greeting Cards;6;Organic Search;2294
Android T-Shirt;20;Referral;1535
Google Stickers;5;Social Media;2421
Google Water Bottle;10;Social Media;3222
Google Stickers;5;Direct;165
Notebook;20;Paid Search;1308
Google Stickers;5;Referral;2688
Google Water Bottle;10;Referral;1461
Greeting Cards;6;Direct;2977
Google Stickers;5;Direct;73
Google Hoodie;124;Direct;1574
Backpack;125;Paid Search;2672
Google Stickers;5;Social Media;672
Lanyard;6;Social Media;1846
Google Stickers;5;Paid Search;1447
Google Stickers;5;Organic Search;1867
Google Water Bottle;10;Referral;2543
YouTube Cap;15;Referral;3429
Google Hoodie;124;Direct;1005
Google Stickers;5;Social Media;1097
Google Stickers;5;Organic Search;3034
Google Stickers;5;Direct;358
Lanyard;6;Direct;2373
Backpack;125;Direct;2683
Google Stickers;5;Direct;3071
Google Hoodie;124;Direct;3149
